"2"	"zagotovki"	"mjatno-abrikosovoe-varene-51627"	"Сахар"	"1500 г"
"2"	"zagotovki"	"mjatno-abrikosovoe-varene-51627"	"Вода"	"1 стакан"
"2"	"zagotovki"	"mjatno-abrikosovoe-varene-51627"	"Мята"	"150 г"
"2"	"zagotovki"	"bystrye-malosolnye-ogurcy-s-tminom-137296"	"Огурцы"	"1 кг"
"2"	"zagotovki"	"bystrye-malosolnye-ogurcy-s-tminom-137296"	"Укроп"	"1 пучок"
"2"	"zagotovki"	"bystrye-malosolnye-ogurcy-s-tminom-137296"	"Чеснок"	"3 зубчика"
"2"	"zagotovki"	"bystrye-malosolnye-ogurcy-s-tminom-137296"	"Соль"	"1 столовая ложка"
"2"	"zagotovki"	"bystrye-malosolnye-ogurcy-s-tminom-137296"	"Тмин"	"1 чайная ложка"
"2"	"zagotovki"	"bystrye-malosolnye-ogurcy-s-tminom-137296"	"Листья хрена"	"1 пучок"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Кабачки"	"3 кг"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Растительное масло"	"100 мл"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Томатная паста "	"450 г"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Майонез"	"450 г"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Соль"	"1 столовая ложка"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Сахар"	"75 г"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Кислота лимонная"	"3 г"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Молотый черный перец"	"3 г"
"2"	"zagotovki"	"kabachkovaya-ikra-s-mayonezom-i-tomatom-125606"	"Чеснок"	"10 зубчиков"
"2"	"zagotovki"	"domashniy-syr-filadelfiya-138652"	"Сметана 20%-ная"	"300 г"
"2"	"zagotovki"	"domashniy-syr-filadelfiya-138652"	"Питьевой йогурт"	"700 мл"
"2"	"zagotovki"	"domashniy-syr-filadelfiya-138652"	"Лимонный сок"	"½ чайные ложки"
"2"	"zagotovki"	"domashniy-syr-filadelfiya-138652"	"Соль"	"щепотка"
"2"	"zagotovki"	"tykvennoe-varene-s-apelsinom-58264"	"Тыква"	"1200 г"
"2"	"zagotovki"	"tykvennoe-varene-s-apelsinom-58264"	"Сахар"	"300 г"
"2"	"zagotovki"	"tykvennoe-varene-s-apelsinom-58264"	"Апельсины"	"2 штуки"
"2"	"zagotovki"	"tykvennoe-varene-s-apelsinom-58264"	"Анис (бадьян)"	"10 штук"
"2"	"zagotovki"	"limonnyy-dzhem-126590"	"Лимон"	"1 кг"
"2"	"zagotovki"	"limonnyy-dzhem-126590"	"Сахар"	"700 г"
"2"	"zagotovki"	"limonnyy-dzhem-126590"	"Ванилин"	"щепотка"
"2"	"zagotovki"	"mandarinovyy-sirop-137720"	"Мандарины"	"3 штуки"
"2"	"zagotovki"	"mandarinovyy-sirop-137720"	"Сахар"	"8 столовых ложек"
"2"	"zagotovki"	"mandarinovyy-sirop-137720"	"Вода"	"по вкусу"
"2"	"zagotovki"	"sok-iz-yagod-i-ranetok-52168"	"Яблоки «ранетка»"	"10 штук"
"2"	"zagotovki"	"sok-iz-yagod-i-ranetok-52168"	"Свежие ягоды"	"220 г"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Белокочанная капуста"	"1 штука"
"2"	"zagotovki"	"zimniy-salat-s-seldereem-i-bolgarskim-percem-125650"	"Огурцы"	"500 г"
